Keyword,Count,Ratio
chủ_quản,2,0.0000
nhố,2,0.0000
vật=,2,0.0000
hợp_lý,2,0.0000
ngoong,2,0.0000
tàu_hũ,2,0.0000
tắc,2,0.0000
chiyen,2,0.0000
910,2,0.0000
khoáng,2,0.0000
cưaaa,2,0.0000
chụa,2,0.0000
nỉa,2,0.0000
men,2,0.0000
minh_bạch,2,0.0000
xòi,2,0.0000
phệ,2,0.0000
xù,2,0.0000
láng,2,0.0000
wù,2,0.0000
tữa,2,0.0000
thải,2,0.0000
hoài_ak,2,0.0000
longlele,2,0.0000
piên,2,0.0000
sí,2,0.0000
gua,2,0.0000
gia_công,2,0.0000
sản_lượng,2,0.0000
tầu,2,0.0000
sản,2,0.0000
trứng,2,0.0000
biện_pháp,2,0.0000
nền,2,0.0000
kinh_tế,2,0.0000
giáp,2,0.0000
chuân,2,0.0000
trưởng=,2,0.0000
xảo_trá,2,0.0000
choie,2,0.0000
khen,2,0.0000
gemini,2,0.0000
088,2,0.0000
0406,2,0.0000
chupapi=punhanho,2,0.0000
tây_học,2,0.0000
nói_lái,2,0.0000
dou,2,0.0000
too,2,0.0000
việt_trung,2,0.0000
công_khai,2,0.0000
wuang,2,0.0000
sà=,2,0.0000
pua,2,0.0000
ngồ,2,0.0000
khô,2,0.0000
thực=liêm,2,0.0000
vật=đậu,2,0.0000
shiyong=su,2,0.0000
@oanh._.xinh,2,0.0000
mừn,2,0.0000
chân_vịt,2,0.0000
cay,2,0.0000
pro,2,0.0000
sup,2,0.0000
bít,2,0.0000
nga=,2,0.0000
quô,2,0.0000
phía,2,0.0000
dờ,2,0.0000
asterssuo,2,0.0000
lưu_manh,2,0.0000
kis,2,0.0000
nhieeuf,2,0.0000
alibaba,2,0.0000
dtx,2,0.0000
27061998,2,0.0000
không=ngụ,2,0.0000
giá_mà,2,0.0000
lãngxẹc,2,0.0000
langxẹc,2,0.0000
quảng_châu,2,0.0000
trọng=,2,0.0000
bao_trung,2,0.0000
dok,2,0.0000
thắc_mắc,2,0.0000
t.dung,2,0.0000
pt,2,0.0000
zễ,2,0.0000
danh_từ,2,0.0000
chipa,2,0.0000
dễ_ợt,2,0.0000
bản_sao,2,0.0000
congyuan,2,0.0000
9956,2,0.0000
quý_phi,2,0.0000
mới_lạ,2,0.0000
nghệ_an,2,0.0000
chối_bỏ,2,0.0000
chữ_nghĩa,2,0.0000
ẩm_thực,2,0.0000
phong_tục,2,0.0000
tập_quán,2,0.0000
miêng,2,0.0000
phu_nhân,2,0.0000
chảm,2,0.0000
vvvv,2,0.0000
thanh_điệu,2,0.0000
tạii,2,0.0000
thoy,2,0.0000
kakaka,2,0.0000
doén,2,0.0000
công_viên,2,0.0000
chủ_yếu,2,0.0000
thiên_cung,2,0.0000
truyền_thuyết,2,0.0000
ỷ_lại,2,0.0000
ải,2,0.0000
tã,2,0.0000
anzen,2,0.0000
día,2,0.0000
dìa,2,0.0000
sâu,2,0.0000
thầu,2,0.0000
un=,2,0.0000
chie,2,0.0000
cách=,2,0.0000
ngứacó,2,0.0000
chịu_khó,2,0.0000
ao,2,0.0000
bemai,2,0.0000
84,2,0.0000
mi_na,2,0.0000
uây,2,0.0000
dên,2,0.0000
nếu_mà,2,0.0000
chọn_trung,2,0.0000
thực_chất,2,0.0000
ngỏ,2,0.0000
ma=,2,0.0000
pỉ,2,0.0000
viêth,2,0.0000
tùe,2,0.0000
nhoé,2,0.0000
nhứt,2,0.0000
chợ,2,0.0000
bỉ,2,0.0000
thầy_trò,2,0.0000
khẩu_trang,2,0.0000
khấu,2,0.0000
nhí,2,0.0000
xừm,2,0.0000
tlinh,2,0.0000
suphu,2,0.0000
thồ,2,0.0000
phồ,2,0.0000
xẹt=,2,0.0000
kin,2,0.0000
wuan,2,0.0000
mản,2,0.0000
josie.ng,2,0.0000
2602,2,0.0000
tuổi_thơ,2,0.0000
manh￼,2,0.0000
mải,2,0.0000
pí,2,0.0000
siiiii,2,0.0000
phuuuuuu,2,0.0000
koooooooooooo,2,0.0000
pít,2,0.0000
cực,2,0.0000
com,2,0.0000
0865607216,2,0.0000
đi_tả,2,0.0000
tụung,2,0.0000
hoangmy,2,0.0000
221009,2,0.0000
thực=lẻng,2,0.0000
làm_gì,2,0.0000
nima,2,0.0000
pea,2,0.0000
0611,2,0.0000
stepnn,2,0.0000
120903,2,0.0000
phua,2,0.0000
thelucvangclub,2,0.0000
hoan_nghênh,2,0.0000
fi,2,0.0000
huangxiaoming,2,0.0000
tay：biết,2,0.0000
xiaoming,2,0.0000
hieu_minh,2,0.0000
biền,2,0.0000
phiền_não,2,0.0000
ù,2,0.0000
guảnggào,2,0.0000
cạo,2,0.0000
quản,2,0.0000
nương_nương,2,0.0000
huongnguyen,2,0.0000
8816,2,0.0000
giữa_chừng,2,0.0000
y_hệt,2,0.0000
chia,2,0.0000
cảy,2,0.0000
xị,2,0.0000
pha,2,0.0000
muna,2,0.0000
quai-li,2,0.0000
quản_lý,2,0.0000
trêu,2,0.0000
mố,2,0.0000
lăo,2,0.0000
hăo,2,0.0000
chặt,2,0.0000
mang=lưu,2,0.0000
thanhtrucpham,2,0.0000
tìn,2,0.0000
anquan,2,0.0000
xuể,2,0.0000
cherry,2,0.0000
awwww,2,0.0000
trì,2,0.0000
la_văn,2,0.0000
loann,2,0.0000
20066,2,0.0000
chị_gái,2,0.0000
ai_ngờ,2,0.0000
ỏ,2,0.0000
xink,2,0.0000
tuii,2,0.0000
hiên,2,0.0000
tramphuong,2,0.0000
1235,2,0.0000
lô,2,0.0000
nnt,2,0.0000
takkk,2,0.0000
running,2,0.0000
vãn,2,0.0000
563,2,0.0000
tấm,2,0.0000
khuyên,2,0.0000
khiết,2,0.0000
đặng_siêu,2,0.0000
tuiii,2,0.0000
ỏooo,2,0.0000
điiiiii,2,0.0000
trùm,2,0.0000
chổ,2,0.0000
31699535833,2,0.0000
mả,2,0.0000
bạ,2,0.0000
thật_ra,2,0.0000
ff,2,0.0000
gà,2,0.0000
ji,2,0.0000
google,2,0.0000
chọn,2,0.0000
bạn,2,0.0000
nhở,2,0.0000
nguy,2,0.0000
nguy_hiểm,2,0.0000
toang,2,0.0000
điệu,2,0.0000
nam-trung,2,0.0000
cẩn_thận,2,0.0000
k9,2,0.0000
truc,2,0.0000
chớt,2,0.0000
cr,2,0.0000
2008,2,0.0000
dô,2,0.0000
thaithi,2,0.0000
camt,2,0.0000
u21,2,0.0000
kĩ,2,0.0000
vananh,2,0.0000
29407,2,0.0000
tombabyizliii,2,0.0000
nj,2,0.0000
làn,2,0.0000
sái,2,0.0000
chiểu,2,0.0000
real,2,0.0000
lào,2,0.0000
khắp,2,0.0000
thua,2,0.0000
cắm,2,0.0000
lành,2,0.0000
ti,2,0.0000
đòi,2,0.0000
vớ,2,0.0000
đung,2,0.0000
cắm_sừng,2,0.0000
rolex,2,0.0000
dell,2,0.0000
facebook,2,0.0000
vàng,2,0.0000
vk,2,0.0000
nhân_dân_tệ,2,0.0000
nghĩa_vụ,2,0.0000
bom_nguyên_tử,2,0.0000
kiêng_kỵ,2,0.0000
kị,2,0.0000
một_số,2,0.0000
đính,2,0.0000
tổ,2,0.0000
thg,2,0.0000
vớ_vẩn,2,0.0000
treo,2,0.0000
biểu,2,0.0000
dãy,2,0.0000
bme,2,0.0000
tốn,2,0.0000
tang,2,0.0000
toii,2,0.0000
1310,2,0.0000
2208,2,0.0000
dnquynhhh,2,0.0000
203,2,0.0000
annie,2,0.0000
vyy,2,0.0000
2976,2,0.0000
nhân_vật,2,0.0000
bệnh,2,0.0000
chô,2,0.0000
ò,2,0.0000
ball,2,0.0000
rât,2,0.0000
cúa,2,0.0000
cf,2,0.0000
chốt,2,0.0000
ngừng,2,0.0000
à.vì,2,0.0000
họ.từ,2,0.0000
ăn_mặc,2,0.0000
khuôn_mặt,2,0.0000
bristish,2,0.0000
england,2,0.0000
thông_tin,2,0.0000
công_nhận,2,0.0000
tinh_tế,2,0.0000
：có,2,0.0000
mắc_mớ,2,0.0000
ee,2,0.0000
bí,2,0.0000
shi_ren,2,0.0000
。cho,2,0.0000
dống,2,0.0000
shock,2,0.0000
xđ,2,0.0000
sốp,2,0.0000
qá,2,0.0000
，dạng,2,0.0000
ngoai,2,0.0000
nhăn,2,0.0000
nuoc,2,0.0000
vầng,2,0.0000
hào_quang,2,0.0000
bắt_chuyện,2,0.0000
kéo,2,0.0000
cái,2,0.0000
kính,2,0.0000
góp_ý,2,0.0000
malaysia,2,0.0000
tức,2,0.0000
hành_tinh,2,0.0000
đệp,2,0.0000
quạu,2,0.0000
tphcm,2,0.0000
kong,2,0.0000
nhăn_nheo,2,0.0000
chinh,2,0.0000
tên_son,2,0.0000
9mv1,2,0.0000
tsa,2,0.0000
hsa,2,0.0000
thời_sự,2,0.0000
sẻ,2,0.0000
tỏ,2,0.0000
thái_độ,2,0.0000
tui？tui,2,0.0000
hỏi_vặn,2,0.0000
？hoặc,2,0.0000
nghi_ngờ,2,0.0000
tự_khắc,2,0.0000
cụ_thể,2,0.0000
điẹu,2,0.0000
li_ren,2,0.0000
phải.có,2,0.0000
khoai,2,0.0000
thở,2,0.0000
phấn_khởi,2,0.0000
mặc_định,2,0.0000
xuất,2,0.0000
hiệntrong,2,0.0000
nhỉ.đọc,2,0.0000
tác_dụng,2,0.0000
bò,2,0.0000
limerence,2,0.0000
21,2,0.0000
260696,2,0.0000
38089596,2,0.0000
piuu,2,0.0000
0942,2,0.0000
colletteilish,2,0.0000
hoanglamnguyen,2,0.0000
anhthuhoang,2,0.0000
nha.ttt,2,0.0000
xiaomei,2,0.0000
linhhlam,2,0.0000
jingchuan,2,0.0000
karry,2,0.0000
hoangdung,2,0.0000
927,2,0.0000
qtrang,2,0.0000
bmh,2,0.0000
tieubaob,2,0.0000
i21,2,0.0000
arianalusy,2,0.0000
120601,2,0.0000
ntloi,2,0.0000
304,2,0.0000
duongthom,2,0.0000
smvii,2,0.0000
ngochoavyvy,2,0.0000
merrytran,2,0.0000
2511,2,0.0000
301219955,2,0.0000
hongjungah,2,0.0000
2705,2,0.0000
@l.loann,2,0.0000
16111,2,0.0000
nynnyn,2,0.0000
9197,2,0.0000
chippuchan,2,0.0000
nongnoc.o.n,2,0.0000
20599,2,0.0000
phải_chi,2,0.0000
đành,2,0.0000
chẳng_lẽ,2,0.0000
lủng,2,0.0000
trẻo,2,0.0000
youku,2,0.0000
hàn_quốc,2,0.0000
dy,2,0.0000
spotify,2,0.0000
mìn,2,0.0000
so_sánh,2,0.0000
momo,2,0.0000
your,2,0.0000
tẹo,2,0.0000
tinder,2,0.0000
go,2,0.0000
nguyễn,2,0.0000
melm,2,0.0000
viétub,2,0.0000
người_trung,2,0.0000
tiếng_mẹ_đẻ,2,0.0000
speechless,2,0.0000
lẫn,2,0.0000
idoll,2,0.0000
vu_vơ,2,0.0000
robot,2,0.0000
lập_trình,2,0.0000
haizz,2,0.0000
chotq,2,0.0000
dol,2,0.0000
ươc,2,0.0000
du_học_trung,2,0.0000
trò_chơi,2,0.0000
việc_làm,2,0.0000
đlb,2,0.0000
bất_lực,2,0.0000
tồn_tại,2,0.0000
nội_địa,2,0.0000
xò,2,0.0000
đng,2,0.0000
dốt,2,0.0000
hỏi,2,0.0000
ở,2,0.0000
cảm_tình,2,0.0000
thiện,2,0.0000
hán,2,0.0000
thăm_quan,2,0.0000
lyrics,2,0.0000
xô_đẩy,2,0.0000
đ,2,0.0000
truyền_cảm,2,0.0000
hứng,2,0.0000
lai_trung,2,0.0000
buôn_bán,2,0.0000
vietsuib,2,0.0000
goodboys,2,0.0000
phát_triển,2,0.0000
idod,2,0.0000
mơ_ước,2,0.0000
để_dành,2,0.0000
vùng_đất,2,0.0000
vặt,2,0.0000
ướt,2,0.0000
thành_đô,2,0.0000
sanh,2,0.0000
mỏi_mắt,2,0.0000
dễ_dàng,2,0.0000
gọi,2,0.0000
nik,2,0.0000
...mong,2,0.0000
bình_yên,2,0.0000
khâu,2,0.0000
đào_hoa,2,0.0000
yinwel,2,0.0000
trungwen,2,0.0000
bời,2,0.0000
làm_việc,2,0.0000
flim,2,0.0000
tự_dưng,2,0.0000
tò_mò,2,0.0000
đẹp️️️,2,0.0000
bố_mẹ,2,0.0000
trung_du,2,0.0000
sang_trung,2,0.0000
yīnwèi,2,0.0000
gốc_trung,2,0.0000
rảnh,2,0.0000
nói_gì,2,0.0000
uớc,2,0.0000
hôi,2,0.0000
tràng,2,0.0000
yêu_mến,2,0.0000
cơ_chỉ,2,0.0000
phục_vụ,2,0.0000
ngyeu,2,0.0000
gắng,2,0.0000
trôi_chảy,2,0.0000
yêu_thương,2,0.0000
ưu_tú,2,0.0000
svietsub,2,0.0000
trò_chuyện,2,0.0000
vì,2,0.0000
ở_trung,2,0.0000
lí_do,2,0.0000
weep,2,0.0000
cơ_mà,2,0.0000
để,2,0.0000
hỉ,2,0.0000
tấn,2,0.0000
sinh_sống,2,0.0000
thư_tịch,2,0.0000
phong_kiến,2,0.0000
vác,2,0.0000
nữâaa,2,0.0000
và,2,0.0000
làm,2,0.0000
học_tập,2,0.0000
bame,2,0.0000
đẹp_trai,2,0.0000
thực_hành,2,0.0000
tiếp_xúc,2,0.0000
hắc,2,0.0000
long_giang,2,0.0000
100%,2,0.0000
wangyibo,2,0.0000
ngoại,2,0.0000
quốc,2,0.0000
mih,2,0.0000
taiwan,2,0.0000
wáng,2,0.0000
jack,2,0.0000
nghệ_hưng,2,0.0000
thước,2,0.0000
thuộc_nằm_lòng,2,0.0000
rù,2,0.0000
có_lý,2,0.0000
kìa=,2,0.0000
méi,2,0.0000
nhà_trai,2,0.0000
️vương,2,0.0000
nữ_trung,2,0.0000
hâm,2,0.0000
888,2,0.0000
kế,2,0.0000
tc,2,0.0000
của,2,0.0000
combo,2,0.0000
uiii,2,0.0000
lưỡi,2,0.0000
chúng_tôi,2,0.0000
kao,2,0.0000
dg,2,0.0000
bài_học,2,0.0000
hsk1,2,0.0000
jian,2,0.0000
câu_chuyện,2,0.0000
sách_giáo_khoa,2,0.0000
the,2,0.0000
jz,2,0.0000
bận,2,0.0000
hahaa,2,0.0000
y_chang,2,0.0000
lọc,2,0.0000
cta,2,0.0000
nhg,2,0.0000
@_diễm,2,0.0000
tuyet,2,0.0000
sgk,2,0.0000
23,2,0.0000
dang,2,0.0000
van,2,0.0000
vivian,2,0.0000
bước,2,0.0000
kể_cả,2,0.0000
niao,2,0.0000
joey,2,0.0000
dữ,2,0.0000
giả,2,0.0000
tạm_biệt,2,0.0000
2ac,2,0.0000
quâ,2,0.0000
chùng,2,0.0000
tuo,2,0.0000
tsen,2,0.0000
sẻng,2,0.0000
。đúng,2,0.0000
yi2gong1,2,0.0000
duo1shao3qian2,2,0.0000
？yígōng,2,0.0000
duōshao,2,0.0000
qián。,2,0.0000
toa,2,0.0000
dat,2,0.0000
biểu_diễn,2,0.0000
yao.khi,2,0.0000
xăng,2,0.0000
hgued,2,0.0000
yí,2,0.0000
gòng,2,0.0000
dùo,2,0.0000
qían,2,0.0000
cụng,2,0.0000
shảo,2,0.0000
såo,2,0.0000
zén,2,0.0000
tian,2,0.0000
hk1,2,0.0000
làm_mướn,2,0.0000
yígōng,2,0.0000
dūoshǎo,2,0.0000
qián？,2,0.0000
quain,2,0.0000
yìgòng,2,0.0000
duòshăo,2,0.0000
yīgòng,2,0.0000
duōshǎo,2,0.0000
ngu,2,0.0000
chện,2,0.0000
trẻn,2,0.0000
chuyen,2,0.0000
pian,2,0.0000
zong,2,0.0000
yígong,2,0.0000
doushao,2,0.0000
gian,2,0.0000
sạo,2,0.0000
chẻng,2,0.0000
thú_vị,2,0.0000
66666,2,0.0000
930,2,0.0000
360,2,0.0000
nhể,2,0.0000
222,2,0.0000
giải_đáp,2,0.0000
0635,2,0.0000
20201320,2,0.0000
chế,2,0.0000
478,2,0.0000
điện_thoại,2,0.0000
1314,2,0.0000
1783174,2,0.0000
ngia,2,0.0000
la_gi,2,0.0000
1823,2,0.0000
hhaahha,2,0.0000
530,2,0.0000
5555,2,0.0000
android,2,0.0000
trơn,2,0.0000
9494,2,0.0000
tk,2,0.0000
zan,2,0.0000
19,2,0.0000
pham,2,0.0000
say,2,0.0000
49,2,0.0000
m꙰e꙰o꙰,2,0.0000
38,2,0.0000
laa,2,0.0000
khờ,2,0.0000
bô,2,0.0000
xí,2,0.0000
tóc,2,0.0000
quờ,2,0.0000
schỉnh,2,0.0000
omg,2,0.0000
chừng,2,0.0000
kinh_dị,2,0.0000
ông_bà,2,0.0000
lâu_lâu,2,0.0000
nhiễm,2,0.0000
nn,2,0.0000
nữa=,2,0.0000
sùm,2,0.0000
nớ,2,0.0000
lmj,2,0.0000
giai,2,0.0000
im,2,0.0000
vấn_vương,2,0.0000
dồ,2,0.0000
ni=,2,0.0000
hảu,2,0.0000
ttl,2,0.0000
tiếp,2,0.0000
sươn,2,0.0000
wèi,2,0.0000
phâng,2,0.0000
tạm,2,0.0000
tất,2,0.0000
99,2,0.0000
có_ích,2,0.0000
sơ_sơ,2,0.0000
thể_hiện,2,0.0000
tamnhu,2,0.0000
q,2,0.0000
207,2,0.0000
dần,2,0.0000
cơm_bữa,2,0.0000
2203,2,0.0000
31,2,0.0000
201,2,0.0000
madinh,2,0.0000
vanhien,2,0.0000
tuonglam,2,0.0000
ghim,2,0.0000
samsung,2,0.0000
mun,2,0.0000
siu,2,0.0000
bjyxszd,2,0.0000
biếc,2,0.0000
bā,2,0.0000
kiểu,2,0.0000
ạaă,2,0.0000
honey,2,0.0000
cũ,2,0.0000
wc,2,0.0000
tuỳ_ý,2,0.0000
easy,2,0.0000
bye,2,0.0000
súp,2,0.0000
đờ,2,0.0000
szd,2,0.0000
thế_hệ,2,0.0000
yuma,2,0.0000
lú,2,0.0000
phthao,2,0.0000
sả,2,0.0000
review,2,0.0000
ét,2,0.0000
mè,2,0.0000
hả=,2,0.0000
pass,2,0.0000
1-3,2,0.0000
thanhmaihsk,2,0.0000
rẻ,2,0.0000
nhaa,2,0.0000
51,2,0.0000
duì,2,0.0000
sugar,2,0.0000
baby,2,0.0000
somebody,2,0.0000
một_vài,2,0.0000
lắm_chuyện,2,0.0000
kết_bạn,2,0.0000
nvay,2,0.0000
qué,2,0.0000
ngọn,2,0.0000
giật,2,0.0000
khói,2,0.0000
kha_khá,2,0.0000
chengyi,2,0.0000
fanh,2,0.0000
tội,2,0.0000
cbiz,2,0.0000
hầu_như,2,0.0000
kan,2,0.0000
cháo,2,0.0000
hỏng,2,0.0000
ja,2,0.0000
sưa,2,0.0000
tơ,2,0.0000
262,2,0.0000
3105,2,0.0000
lèm,2,0.0000
kimthu,2,0.0000
010304,2,0.0000
duoc,2,0.0000
it,2,0.0000
nhin,2,0.0000
hoa_văn,2,0.0000
ichinese,2,0.0000
nhiws,2,0.0000
chút_đỉnh,2,0.0000
tránh,2,0.0000
thất_bại,2,0.0000
pingtai,2,0.0000
hoàn_hảo,2,0.0000
cao_đẳng,2,0.0000
tốt_nghiệp,2,0.0000
công_giáo,2,0.0000
meolucy,2,0.0000
191999,2,0.0000
honc,2,0.0000
ve,2,0.0000
trung..voi,2,0.0000
phat,2,0.0000
am,2,0.0000
nố,2,0.0000
bắt_nguồn,2,0.0000
hem,2,0.0000
nhoá,2,0.0000
214,2,0.0000
ngộ_độc,2,0.0000
dược,2,0.0000
ngọc_châu,2,0.0000
mò,2,0.0000
1:1,2,0.0000
wy,2,0.0000
27,2,0.0000
rosy,2,0.0000
fb.quynhquynh,2,0.0000
teo,2,0.0000
máy_bay,2,0.0000
xìhuan,2,0.0000
tuyệt,2,0.0000
nail,2,0.0000
wák,2,0.0000
laik,2,0.0000
nghe_đâu,2,0.0000
suâi,2,0.0000
pụ,2,0.0000
khơ,2,0.0000
wọ,2,0.0000
mân,2,0.0000
a@l,2,0.0000
388,2,0.0000
linh️,2,0.0000
quốc_lộc,2,0.0000
@_hương,2,0.0000
bốp️️,2,0.0000
nony,2,0.0000
hương_giang,2,0.0000
1991,2,0.0000
wở,2,0.0000
jiủ,2,0.0000
hé,2,0.0000
ỷ,2,0.0000
qỉng,2,0.0000
buối,2,0.0000
vả,2,0.0000
sốc,2,0.0000
naì,2,0.0000
hê,2,0.0000
hểnh,2,0.0000
mỉnh,2,0.0000
xìm,2,0.0000
mù_chữ,2,0.0000
nài,2,0.0000
đẹp_đôi,2,0.0000
，dịch,2,0.0000
tỳ,2,0.0000
chik,2,0.0000
mêi,2,0.0000
ag,2,0.0000
nguyễn_nguyệt,2,0.0000
trung_kiên,2,0.0000
hưởng,2,0.0000
mừng,2,0.0000
ạm,2,0.0000
locpo,2,0.0000
xoa,2,0.0000
sâm,2,0.0000
cĩu,2,0.0000
chun,2,0.0000
ling,2,0.0000
nguyễn_thuỵ,2,0.0000
hui,2,0.0000
khuây,2,0.0000
pk,2,0.0000
nước_trung,2,0.0000
anh_đào,2,0.0000
shuang,2,0.0000
tiệp,2,0.0000
cantonese,2,0.0000
sim,2,0.0000
liến,2,0.0000
saobạ,2,0.0000
ờ,2,0.0000
kiểm,2,0.0000
jerry,2,0.0000
nash,2,0.0000
huyy,2,0.0000
oii,2,0.0000
lóng,2,0.0000
doan,2,0.0000
chọ,2,0.0000
lam=lán,2,0.0000
thơm,2,0.0000
ngần,2,0.0000
eoli,2,0.0000
tương_vũ,2,0.0000
ạg,2,0.0000
emmmmm,2,0.0000
hải_yến,2,0.0000
₫i,2,0.0000
danh_vọng,2,0.0000
thìn,2,0.0000
oiw,2,0.0000
luyên,2,0.0000
tên_chữ,2,0.0000
nôm,2,0.0000
sẳn,2,0.0000
jay,2,0.0000
tiềm,2,0.0000
hoàng_anh,2,0.0000
mái,2,0.0000
mếu,2,0.0000
ạaaa,2,0.0000
minhtenmycute,2,0.0000
kìaaa,2,0.0000
bxgnhu,2,0.0000
chaumun,2,0.0000
moncute,2,0.0000
22112,2,0.0000
lê_kim_ngân,2,0.0000
điền,2,0.0000
iuuuu,2,0.0000
kute,2,0.0000
565,2,0.0000
lù_lù,2,0.0000
đuyyy,2,0.0000
218,2,0.0000
têm,2,0.0000
locc.amp,2,0.0000
hà,2,0.0000
thị,2,0.0000
thảo,2,0.0000
nào,2,0.0000
khôbg,2,0.0000
ơiiiiiiii,2,0.0000
hén,2,0.0000
qj,2,0.0000
đặng_thuỳ,2,0.0000
liêu,2,0.0000
xuân=,2,0.0000
ngpc,2,0.0000
bảnh,2,0.0000
nhidaumoi,2,0.0000
nguyện,2,0.0000
thungan,2,0.0000
20112008,2,0.0000
oandt264,2,0.0000
nhạn,2,0.0000
ngoan,2,0.0000
please,2,0.0000
1297,2,0.0000
ngântrùmtràvinh,2,0.0000
lê_thi,2,0.0000
miên,2,0.0000
đặng_hạp,2,0.0000
gắp,2,0.0000
huyên,2,0.0000
nguyễn_nữ,2,0.0000
trà_my,2,0.0000
tiết,2,0.0000
bùi_tú,2,0.0000
len,2,0.0000
shan,2,0.0000
c.ơn,2,0.0000
trangg,2,0.0000
rimxxb,2,0.0000
ahh,2,0.0000
nết,2,0.0000
mây×nhii,2,0.0000
mể,2,0.0000
poo,2,0.0000
olalah.a,2,0.0000
sở,2,0.0000
er,2,0.0000
liêm,2,0.0000
mincutelop,2,0.0000
=lù,2,0.0000
tòng,2,0.0000
doc,2,0.0000
thif,2,0.0000
này.tiếng,2,0.0000
việt.là,2,0.0000
musicisalifehi,2,0.0000
roan,2,0.0000
kay,2,0.0000
030207,2,0.0000
ạaa,2,0.0000
nguyễn_trung,2,0.0000
quanduicutethuowngngoc,2,0.0000
nguyễn_quỳnh,2,0.0000
mễ,2,0.0000
thanhtks.dcchua,2,0.0000
nguyễn_tính,2,0.0000
trát,2,0.0000
luận,2,0.0000
baolinhpham,2,0.0000
liếnggg,2,0.0000
ngọc,2,0.0000
latin,2,0.0000
bồi,2,0.0000
￼nguyên,2,0.0000
jiro,2,0.0000
494,2,0.0000
cậc,2,0.0000
oiiii,2,0.0000
lụa,2,0.0000
nguyễn_kim_cương,2,0.0000
cāo,2,0.0000
mā,2,0.0000
rì,2,0.0000
lặp,2,0.0000
cân,2,0.0000
mu,2,0.0000
củn,2,0.0000
"1,3,5,6",2,0.0000
â,2,0.0000
đau_lòng,2,0.0000
bonus,2,0.0000
yêu_anh,2,0.0000
mỉn,2,0.0000
"1,2,3,5",2,0.0000
phẩm,2,0.0000
tẩy_chay,2,0.0000
kiêu_hãnh,2,0.0000
cập_nhật,2,0.0000
thượng_nguồn,2,0.0000
umê,2,0.0000
đùa,2,0.0000
phỉ,2,0.0000
phim_trường,2,0.0000
"2,4",2,0.0000
"3,5,6",2,0.0000
hạ_lưu,2,0.0000
ước,2,0.0000
nội_dung,2,0.0000
chè,2,0.0000
inbox,2,0.0000
mey,2,0.0000
ỉ,2,0.0000
nội,2,0.0000
em_trai,2,0.0000
đặt,2,0.0000
haikal,2,0.0000
đó,2,0.0000
nhiếp,2,0.0000
giảng,2,0.0000
https://www.youtube.com/watch?v=r_uf_niruom&t=3s,2,0.0000
thuốc,2,0.0000
cao_nhân,2,0.0000
lạy,2,0.0000
quồ,2,0.0000
mau,2,0.0000
shei,2,0.0000
zàijiàn,2,0.0000
sẩn,2,0.0000
shấn,2,0.0000
shẩn,2,0.0000
nott,2,0.0000
shẩm,2,0.0000
là_hơi,2,0.0000
bất,2,0.0000
lịch_sự,2,0.0000
liên_lạc,2,0.0000
chằng,2,0.0000
choai,2,0.0000
hi_vọng,2,0.0000
dể,2,0.0000
dtko,2,0.0000
auto,2,0.0000
đội_ngũ,2,0.0000
kém,2,0.0000
https://vt.tiktok.com/zsektct6d/,2,0.0000
nhắn,2,0.0000
giáo_viên,2,0.0000
gấp,2,0.0000
gan,2,0.0000
shen,2,0.0000
oln,2,0.0000
pang,2,0.0000
hối,2,0.0000
zěnme,2,0.0000
quò,2,0.0000
banh,2,0.0000
đà,2,0.0000
bải,2,0.0000
liao,2,0.0000
tọng,2,0.0000
nguyễn_phú,2,0.0000
gj,2,0.0000
seriously,2,0.0000
awesome,2,0.0000
bãi,2,0.0000
trucdaisy,2,0.0000
2307,2,0.0000
niên,2,0.0000
bánh_mì,2,0.0000
lj,2,0.0000
tuyết,2,0.0000
_hà,2,0.0000
phượng=fèng,2,0.0000
avtar,2,0.0000
làm_mai,2,0.0000
kiên,2,0.0000
sơn=sang,2,0.0000
thanh_tú,2,0.0000
vói,2,0.0000
phúc_phương,2,0.0000
tem,2,0.0000
đâyyy,2,0.0000
，mấy,2,0.0000
mell,2,0.0000
đôi_khi,2,0.0000
thêd,2,0.0000
sj,2,0.0000
much,2,0.0000
lót,2,0.0000
_trường,2,0.0000
mắc_cười,2,0.0000
chánh,2,0.0000
then,2,0.0000
trí,2,0.0000
k8,2,0.0000
200,2,0.0000
liếp,2,0.0000
tích,2,0.0000
mếm,2,0.0000
chuoi,2,0.0000
k607,2,0.0000
tungle,2,0.0000
6126,2,0.0000
raydangyeusu,2,0.0000
zhăng,2,0.0000
051091,2,0.0000
050897,2,0.0000
doannguyen,2,0.0000
0209,2,0.0000
duy_à,2,0.0000
quỳnh_anh,2,0.0000
nguyendayyyyy,2,0.0000
t.huong,2,0.0000
162009,2,0.0000
tag,2,0.0000
lê_văn_dũng,2,0.0000
hăi,2,0.0000
phuongle,2,0.0000
706,2,0.0000
crs,2,0.0000
hihii,2,0.0000
nhidien,2,0.0000
sang=swang,2,0.0000
=qing,2,0.0000
oanhne,2,0.0000
199,2,0.0000
ơiii,2,0.0000
bất_ngờ,2,0.0000
=shàn,2,0.0000
mụ,2,0.0000
bói,2,0.0000
22122009,2,0.0000
công_danh,2,0.0000
=nán,2,0.0000
nhặn,2,0.0000
mink,2,0.0000
dâu_tây,2,0.0000
fāng,2,0.0000
userh,2,0.0000
